Player,Nick Name,Team ,Position,Sport,Date,Week Calendar,Week Team,Week Match Day,Start Hour,Final Hour,Num Session/ day,Session,Type Session ,Group,Match Day,Num Total Session,Selection,Repetition,Drills Duration,Positioning Duration,Distance (m),Explosive Dist (m),HIBD (m),"Speed Zones (m) [0.0, 45.0]% (m)","Speed Zones (m) [45.0, 65.0]% (m)","Speed Zones (m) [65.0, 75.0]% (m)","Speed Zones (m) [75.0, 85.0]% (m)","Speed Zones (m) [85.0, 95.0]% (m)","Speed Zones (m) [95.0, 100.0]% (m)","Speed Zones (m) [0.0, 6.0]km/h (m)","Speed Zones (m) [6.0, 12.0]km/h (m)","Speed Zones (m) [12.0, 18.0]km/h (m)","Speed Zones (m) [18.0, 21.0]km/h (m)","Speed Zones (m) [21.0, 24.0]km/h (m)","Speed Zones (m) [24.0, 27.0]km/h (m)","Speed Zones (m) [27.0, 30.0]km/h (m)","Speed Zones (m) [30.0, 50.0]km/h (m)","Speed Zones (m) [0.0, 45.0]% Cnt","Speed Zones (m) [45.0, 65.0]% Cnt","Speed Zones (m) [65.0, 75.0]% Cnt","Speed Zones (m) [75.0, 85.0]% Cnt","Speed Zones (m) [85.0, 95.0]% Cnt","Speed Zones (m) [95.0, 100.0]% Cnt","Speed Zones (m) [0.0, 6.0]km/h Cnt","Speed Zones (m) [6.0, 12.0]km/h Cnt","Speed Zones (m) [12.0, 18.0]km/h Cnt","Speed Zones (m) [18.0, 21.0]km/h Cnt","Speed Zones (m) [21.0, 24.0]km/h Cnt","Speed Zones (m) [24.0, 27.0]km/h Cnt","Speed Zones (m) [27.0, 30.0]km/h Cnt","Speed Zones (m) [30.0, 50.0]km/h Cnt","Speed Zones (m) [0.0, 45.0]% (ms)","Speed Zones (m) [45.0, 65.0]% (ms)","Speed Zones (m) [65.0, 75.0]% (ms)","Speed Zones (m) [75.0, 85.0]% (ms)","Speed Zones (m) [85.0, 95.0]% (ms)","Speed Zones (m) [95.0, 100.0]% (ms)","Speed Zones (m) [0.0, 6.0]km/h (ms)","Speed Zones (m) [6.0, 12.0]km/h (ms)","Speed Zones (m) [12.0, 18.0]km/h (ms)","Speed Zones (m) [18.0, 21.0]km/h (ms)","Speed Zones (m) [21.0, 24.0]km/h (ms)","Speed Zones (m) [24.0, 27.0]km/h (ms)","Speed Zones (m) [27.0, 30.0]km/h (ms)","Speed Zones (m) [30.0, 50.0]km/h (ms)",HSR Rel Duration,HSR Abs Duration,Accelerations,Decelerations,MAX Acc(m/s²),MAX Dec(m/s²),AVG Acc(m/s²),Accelerations - AVG Deceleration (m/s²),Dif. ACC/DEC,High Intensity Acc Abs (count),High Intensity Dec Abs (count),High Intensity Acc Abs (m),High Intensity Dec Abs (m),High Intensity Acc Abs (ms),High Intensity Dec Abs (ms),"Acceleration Zones  [0, 1]m/s² (m)","Acceleration Zones  [1, 2]m/s² (m)","Acceleration Zones  [2, 3]m/s² (m)","Acceleration Zones  [3, 4]m/s² (m)","Acceleration Zones  [4, 5]m/s² (m)","Acceleration Zones  [5, 6]m/s² (m)","Acceleration Zones  [6, 100]m/s² (m)","Acceleration Zones  [-1, 0]m/s² (m)","Acceleration Zones  [-2, -1]m/s² (m)","Acceleration Zones  [-3, -2]m/s² (m)","Acceleration Zones  [-4, -3]m/s² (m)","Acceleration Zones  [-5, -4]m/s² (m)","Acceleration Zones  [-6, -5]m/s² (m)","Acceleration Zones  [-100, -6]m/s² (m)","Acceleration Zones  [0, 50]% (m)","Acceleration Zones  [50, 60]% (m)","Acceleration Zones  [60, 70]% (m)","Acceleration Zones  [70, 80]% (m)","Acceleration Zones  [80, 90]% (m)","Acceleration Zones  [90, 100]% (m)","Acceleration Zones  [-50, 0]% (m)","Acceleration Zones  [-60, -50]% (m)","Acceleration Zones  [-70, -60]% (m)","Acceleration Zones  [-80, -70]% (m)","Acceleration Zones  [-90, -80]% (m)","Acceleration Zones  [-100, -90]% (m)","Acceleration Zones  [0, 1]m/s² Cnt","Acceleration Zones  [1, 2]m/s² Cnt","Acceleration Zones  [2, 3]m/s² Cnt","Acceleration Zones  [3, 4]m/s² Cnt","Acceleration Zones  [4, 5]m/s² Cnt","Acceleration Zones  [5, 6]m/s² Cnt","Acceleration Zones  [6, 100]m/s² Cnt","Acceleration Zones  [-1, 0]m/s² Cnt","Acceleration Zones  [-2, -1]m/s² Cnt","Acceleration Zones  [-3, -2]m/s² Cnt","Acceleration Zones  [-4, -3]m/s² Cnt","Acceleration Zones  [-5, -4]m/s² Cnt","Acceleration Zones  [-6, -5]m/s² Cnt","Acceleration Zones  [-100, -6]m/s² Cnt","Acceleration Zones  [0, 50]% Cnt","Acceleration Zones  [50, 60]% Cnt","Acceleration Zones  [60, 70]% Cnt","Acceleration Zones  [70, 80]% Cnt","Acceleration Zones  [80, 90]% Cnt","Acceleration Zones  [90, 100]% Cnt","Acceleration Zones  [-50, 0]% Cnt","Acceleration Zones  [-60, -50]% Cnt","Acceleration Zones  [-70, -60]% Cnt","Acceleration Zones  [-80, -70]% Cnt","Acceleration Zones  [-90, -80]% Cnt","Acceleration Zones  [-100, -90]% Cnt","Acceleration Zones  [0, 1]m/s² (ms)","Acceleration Zones  [1, 2]m/s² (ms)","Acceleration Zones  [2, 3]m/s² (ms)","Acceleration Zones  [3, 4]m/s² (ms)","Acceleration Zones  [4, 5]m/s² (ms)","Acceleration Zones  [5, 6]m/s² (ms)","Acceleration Zones  [6, 100]m/s² (ms)","Acceleration Zones  [-1, 0]m/s² (ms)","Acceleration Zones  [-2, -1]m/s² (ms)","Acceleration Zones  [-3, -2]m/s² (ms)","Acceleration Zones  [-4, -3]m/s² (ms)","Acceleration Zones  [-5, -4]m/s² (ms)","Acceleration Zones  [-6, -5]m/s² (ms)","Acceleration Zones  [-100, -6]m/s² (ms)","Acceleration Zones  [0, 50]% (ms)","Acceleration Zones  [50, 60]% (ms)","Acceleration Zones  [60, 70]% (ms)","Acceleration Zones  [70, 80]% (ms)","Acceleration Zones  [80, 90]% (ms)","Acceleration Zones  [90, 100]% (ms)","Acceleration Zones  [-50, 0]% (ms)","Acceleration Zones  [-60, -50]% (ms)","Acceleration Zones  [-70, -60]% (ms)","Acceleration Zones  [-80, -70]% (ms)","Acceleration Zones  [-90, -80]% (ms)","Acceleration Zones  [-100, -90]% (ms)",HR Duration,MAX HR(bpm),AVG HR(bpm),AVG HR  (% of player max HR),High Intensity HR Abs (count),High Intensity HR Abs (ms),High Intensity HR Abs (m),Sprints Abs Cnt,Sprints Rel Cnt,HSR Abs Cnt,HSR Rel Cnt,Sprint Abs (m),Sprint Rel (m),Abs HSR(m),HSR Rel (m),MAX Speed(km/h),AVG Speed(km/h),Sprint Max Rep,Sprint Max Distance (m),Sprint Max Duration (ms),Abs HSR Rep,Rel HSR Rep,Sprint Abs Rep,Sprint Rel Rep,Sprint Max Cnt,Sprint Abs Duration (ms),Sprint Rel Duration (ms),Total impacts,"H. Impacts Zones (count) [0.0, 3.0]","H. Impacts Zones (count) [3.0, 5.0]","H. Impacts Zones (count) [5.0, 8.0]","H. Impacts Zones (count) [8.0, 100.0]",Steps (count),Step Balance (%),Jumps (count),Jumps AVG Take off(g),Jumps AVG Landing(g),High Intensity Takeoff (count),High Intensity Landing (count),"Zones (Landing) [0.0, 3.0]","Zones (Landing) [3.0, 5.0]","Zones (Landing) [5.0, 8.0]","Zones (Landing) [8.0, 100.0]","Jump Take off zones (count) [0.0, 3.0]","Jump Take off zones (count) [3.0, 5.0]","Jump Take off zones (count) [5.0, 8.0]","Jump Take off zones (count) [8.0, 100.0]",Frec MAX (hz),Frec AVG (hz),Hz*G MAX,Hz*G AVG,"Frequency Zones (%) [0.0, 0.5] (m)","Frequency Zones (%) [0.5, 1.0] (m)","Frequency Zones (%) [1.0, 1.5] (m)","Frequency Zones (%) [1.5, 100.0] (m)",Player Load (a.u.),Player Load   Horizontal,Player Load   Vertical,Player Load   Anteroposterior,Player Load   Medio Lateral,Power Metabolic (W/kg),Power Metabolic AVG (W/kg),EDI MAX,HMLD (m),HMLD (count),Energy Expenditure (kcal),DSL (a.u.),"Accel. T Zones [0.0, 2.0] (m)","Accel. T Zones [2.0, 4.0] (m)","Accel. T Zones [4.0, 6.0] (m)","Accel. T Zones [6.0, 8.0] (m)","Accel. T Zones [8.0, 10.0] (m)","Accel. T Zones [10.0, 100.0] (m)","Accel. T Zones [0.0, 2.0] Cnt","Accel. T Zones [2.0, 4.0] Cnt","Accel. T Zones [4.0, 6.0] Cnt","Accel. T Zones [6.0, 8.0] Cnt","Accel. T Zones [8.0, 10.0] Cnt","Accel. T Zones [10.0, 100.0] Cnt","Accel. T Zones [0.0, 2.0] (ms)","Accel. T Zones [2.0, 4.0] (ms)","Accel. T Zones [4.0, 6.0] (ms)","Accel. T Zones [6.0, 8.0] (ms)","Accel. T Zones [8.0, 10.0] (ms)","Accel. T Zones [10.0, 100.0] (ms)",a,b,R²,Max Theoretical Acc,Max Theoretical Speed,Max Acceleration,Speed of Max Acceleration,SIGNAL,File Name
Nacho Martín,Nacho,Sporting de Gijón,Centrocampista,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,4542.93724716681,418.285917893809,101.252129775673,4112.39453125,307.115478515625,111.829635620117,11.5977487564087,0.0,0.0,2152.24243164063,1797.93688964844,417.151641845703,124.182815551758,51.4234504699707,0.0,0.0,0.0,1.0,43.0,9.0,4.0,0.0,0.0,1.0,213.0,65.0,10.0,10.0,0.0,0.0,0.0,2947670.0,62490.0,17400.0,1400.0,0.0,0.0,2136420.0,707160.0,94580.0,19710.0,7310.0,0.0,0.0,0.0,1810.0,15300.0,2325.0,2352.0,4.58512592315674,-6.05597639083862,0.501609692700733,-0.501767744276015,9.0,42.0,33.0,216.710919857164,128.0,76310.0,46700.0,1223.21179199219,509.512817382813,299.622650146484,200.531402587891,16.1795310974121,0.0,0.0,1459.35852050781,613.116394042969,197.793106079102,66.688720703125,41.3513107299805,14.8645887374878,0.0,2142.87915039063,90.0010223388672,16.1795310974121,0.0,0.0,0.0,2324.22290039063,43.2608222961426,10.8248462677002,14.8645887374878,5.61865854263306,0.0,1992.0,204.0,87.0,39.0,3.0,0.0,0.0,2017.0,237.0,65.0,19.0,10.0,3.0,0.0,2305.0,17.0,3.0,0.0,0.0,0.0,2334.0,11.0,3.0,3.0,1.0,0.0,1384650.0,316560.0,144880.0,71100.0,5210.0,0.0,0.0,1606520.0,370870.0,95100.0,26600.0,14200.0,4510.0,0.0,1884890.0,32300.0,5210.0,0.0,0.0,0.0,2094090.0,15090.0,4110.0,4510.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,88.4750967057418,10.8776757587355,23.6171999931335,5.27772341505625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,7471.0,1411.0,298.0,58.0,841.0,0.0232079267443336,56.0,2.13135768898896,4.54656735062599,11.0,13.0,0.0,43.0,9.0,4.0,45.0,8.0,1.0,2.0,12.890625,1.26385283470154,4.70183420181274,0.339567393064499,75.02566716139197,14.009147994747323,9.616155865120023,1.3490289787407048,83.2544691446199,77.400158079823,42.6230978993717,53.2368979148863,45.1970389513672,11888.2441069147,7.65825685167294,1.07125240214933,486.203376538384,76.0,367.515525602934,481.87386834362,3931.71826171875,537.815368652344,61.3877754211426,10.3726234436035,2.91117906570435,1.63514256477356,5714.0,4339.0,1097.0,214.0,62.0,44.0,3864480.0,211220.0,19820.0,3070.0,830.0,520.0,-1.05208987640456,7.52130076545307,0.968700899422802,7.52130076545307,7.14891468317948,4.11269768696241,3.12649993101755,GPS,03_07_2023_al_31_08_2023.xlsx
Jonathan  Varane,Jonathan ,Sporting de Gijón,Central,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,4088.1532126835,397.601480695984,90.9620776336526,3780.86547851563,228.047225952148,70.8631973266602,8.37723541259766,0.0,0.0,2165.39233398438,1408.53540039063,348.751220703125,90.7726593017578,65.6927871704102,0.0,0.0,0.0,1.0,26.0,6.0,2.0,0.0,0.0,1.0,165.0,50.0,10.0,6.0,0.0,0.0,0.0,2991067.0,43070.0,10380.0,1000.0,0.0,0.0,2340690.0,546563.0,78900.0,14100.0,9270.0,0.0,0.0,0.0,5600.0,17390.0,2320.0,2336.0,5.01076602935791,-5.68529462814331,0.516736020575812,-0.476388516810995,28.0,47.0,19.0,193.402835242322,86.0,80310.0,28970.0,1069.87426757813,411.336029052734,303.573547363281,94.9340972900391,94.7437210083008,3.72502970695496,0.0,1315.00622558594,588.955017089844,221.68815612793,41.2465934753418,36.0839309692383,9.32797908782959,0.0,1791.10021972656,72.1831207275391,57.1107864379883,47.4022483825684,10.39075756073,0.0,2151.40576171875,36.588264465332,17.9530792236328,6.35943174362183,0.0,0.0,1970.0,213.0,90.0,27.0,19.0,1.0,0.0,2008.0,248.0,61.0,10.0,7.0,2.0,0.0,2275.0,21.0,13.0,9.0,2.0,0.0,2324.0,7.0,4.0,1.0,0.0,0.0,1375506.0,286387.0,145060.0,43530.0,35380.0,1400.0,0.0,1652227.0,381783.0,95960.0,15090.0,10890.0,2990.0,0.0,1810653.0,31620.0,24200.0,17490.0,3300.0,0.0,2140060.0,11000.0,5980.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,35.8067337911393,0.0,104.493284197529,34.3404047649889,25.0079996109009,4.74521065554356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,0.0,7395.0,6476.0,778.0,121.0,20.0,485.0,-0.00242126710346505,28.0,1.91992368229798,4.33906020436968,6.0,7.0,0.0,21.0,6.0,1.0,22.0,4.0,2.0,0.0,12.890625,1.11700773239136,2.74151182174683,0.258876353502274,80.62419928600644,16.43419464073477,2.7365000374364103,0.20510603582237474,66.3549380804335,60.0003818910021,31.9714543326596,41.2866918437044,34.887692151592,10875.6208508426,7.02785992967852,1.08390873824388,459.898666228713,83.0,295.581208323557,305.556725916803,3605.72998046875,450.585815429688,27.0929756164551,4.97414493560791,1.17352104187012,0.0838187858462334,4807.0,4217.0,488.0,104.0,31.0,4.0,3905290.0,183510.0,9090.0,1650.0,370.0,40.0,-1.0477292411891,7.98567705037528,0.983174522541937,7.98567705037528,7.62189002314382,4.76436021803606,3.22949999570846,GPS,03_07_2023_al_31_08_2023.xlsx
Enol Coto,Enol,Sporting de Gijón,Lateral,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,4734.08560231805,525.22659277128,167.606262739604,4075.66137695313,482.4482421875,87.2396087646484,63.3698310852051,25.3664493560791,0.0,2225.36450195313,1554.0009765625,528.3564453125,231.889678955078,93.9308700561523,0.0,0.0,0.0,1.0,39.0,9.0,2.0,4.0,0.0,1.0,154.0,46.0,19.0,10.0,0.0,0.0,0.0,3015510.0,88394.0,11410.0,7500.0,2700.0,0.0,2284980.0,604680.0,116794.0,36882.0,12510.0,0.0,0.0,0.0,15900.0,44100.0,2280.0,2311.0,4.52262210845947,-5.95638036727905,0.491582270965803,-0.482491006420353,7.0,46.0,39.0,367.375029211257,223.0,116394.0,73322.0,1171.57775878906,430.741333007813,360.780029296875,284.399169921875,82.9758529663086,0.0,0.0,1408.83264160156,593.633972167969,260.815246582031,148.306076049805,55.7565612792969,19.194995880127,0.0,2057.37622070313,167.641510009766,93.2323913574219,12.2286853790283,0.0,0.0,2461.58178710938,10.3828468322754,14.5741882324219,0.0,0.0,0.0,1972.0,179.0,83.0,34.0,12.0,0.0,0.0,2022.0,189.0,61.0,26.0,9.0,4.0,0.0,2243.0,22.0,13.0,2.0,0.0,0.0,2306.0,2.0,3.0,0.0,0.0,0.0,1381464.0,272406.0,150704.0,88604.0,27790.0,0.0,0.0,1610130.0,332298.0,100942.0,49296.0,18316.0,5710.0,0.0,1831068.0,55410.0,30790.0,3700.0,0.0,0.0,2109176.0,3116.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,6.0,138.064214892032,0.0,278.812538521363,114.62205516107,30.7092000961304,5.3218265312173,1.0,57.015013589262,7600.0,6.0,2.0,2.0,0.0,4.0,19600.0,0.0,8091.0,6344.0,1364.0,347.0,36.0,727.0,-0.00240760696274204,52.0,2.07675695419312,4.19197688652919,10.0,11.0,0.0,41.0,10.0,1.0,42.0,7.0,2.0,1.0,8.984375,1.32227921485901,3.29379892349243,0.360467404127121,72.76155281156792,13.362279288733214,11.925891235315337,1.9502766643835103,78.7534921014485,69.9381038206549,38.4728775775003,48.9138335820145,39.7668121559137,12770.9266560359,8.03044272424041,1.09465404936284,734.094909528393,83.0,385.659421951247,664.300662064806,4038.57861328125,607.315368652344,72.8506927490234,12.4054117202759,3.16220498085022,0.717966377735138,5528.0,3982.0,1238.0,250.0,76.0,14.0,3854440.0,220270.0,21040.0,3180.0,850.0,160.0,-0.633520911730476,6.26172128335637,0.98644406095248,6.26172128335637,9.88400093416387,4.35576585507151,3.37916668256123,GPS,03_07_2023_al_31_08_2023.xlsx
Cali Izquierdoz,Cali,Sporting de Gijón,Central,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,3944.53832927592,371.801775719545,96.7928073634053,3576.876953125,255.989273071289,78.455192565918,33.2170295715332,0.0,0.0,2071.01586914063,1293.37194824219,405.841125488281,71.3738327026367,86.4948348999023,0.0,0.0,0.0,1.0,35.0,3.0,5.0,0.0,0.0,1.0,136.0,69.0,6.0,2.0,0.0,0.0,0.0,2810733.0,49991.0,11390.0,4410.0,0.0,0.0,2227474.0,482380.0,92079.0,11110.0,12490.0,0.0,0.0,0.0,9300.0,22500.0,2474.0,2490.0,5.61464214324951,-5.66546297073364,0.467109671898106,-0.455382111331509,18.0,41.0,23.0,211.044630676753,145.0,81240.0,49400.0,1044.08825683594,473.664581298828,259.593170166016,147.441329956055,52.746280670166,10.8570079803467,0.0,1222.07006835938,492.088836669922,196.949722290039,106.568489074707,28.1751861572266,10.3637161254883,0.0,1808.73376464844,120.430618286133,34.1044044494629,14.2652473449707,10.8570079803467,0.0,2017.67541503906,28.1751861572266,6.21306467056274,4.15065145492554,0.0,0.0,2169.0,203.0,61.0,30.0,10.0,1.0,0.0,2186.0,219.0,62.0,16.0,5.0,2.0,0.0,2440.0,24.0,6.0,3.0,1.0,0.0,2483.0,5.0,1.0,1.0,0.0,0.0,1450727.0,306910.0,111100.0,59430.0,19510.0,2300.0,0.0,1624963.0,324281.0,92060.0,37100.0,9000.0,3300.0,0.0,1883057.0,46710.0,13310.0,4600.0,2300.0,0.0,2078404.0,9000.0,2000.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,5.0,52.4600032252783,0.0,135.764995104704,59.2980220678694,25.0895999908447,4.81481131245556,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8300.0,0.0,7864.0,6164.0,1086.0,538.0,76.0,678.0,0.0176618731126512,89.0,2.11429907632678,4.19344464580665,22.0,19.0,0.0,70.0,18.0,1.0,67.0,20.0,1.0,1.0,10.15625,1.15239810943604,3.10429239273071,0.318896681070328,77.8242633203084,11.031660862670455,9.245781755214738,1.8982940618064117,74.492575227514,67.4834576279069,37.248598326359,46.9395034236001,38.7888171329432,10435.7551947547,7.08929622083654,1.28028609796094,471.320934369836,63.0,334.093852877098,823.645729456672,3432.67431640625,416.112396240234,70.3945236206055,19.3112487792969,4.40980243682861,1.81174290180206,4577.0,2984.0,1067.0,407.0,111.0,45.0,3901460.0,167360.0,23260.0,6040.0,1310.0,510.0,-0.937103739136923,7.46086491087116,0.971009148658621,7.46086491087116,7.96162110903821,5.03611099652269,3.42950002352396,GPS,03_07_2023_al_31_08_2023.xlsx
José Ángel Valdés,José Ángel,Sporting de Gijón,Lateral,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,3674.91280204489,331.844836346676,88.1125504838428,3258.4140625,301.225708007813,87.795539855957,27.4774799346924,0.0,0.0,2065.3720703125,968.183166503906,417.054229736328,106.090507507324,83.4669189453125,0.0,0.0,0.0,1.0,29.0,6.0,3.0,0.0,0.0,1.0,115.0,55.0,9.0,5.0,0.0,0.0,0.0,2748418.0,57399.0,12510.0,3500.0,0.0,0.0,2289514.0,361798.0,93530.0,16898.0,11810.0,0.0,0.0,0.0,6000.0,24700.0,2517.0,2541.0,5.04352712631226,-5.99465084075928,0.438696093473151,-0.445844692448206,-5.0,25.0,30.0,144.455734631856,168.0,45900.0,55000.0,1145.76245117188,329.01416015625,296.349609375,96.7684631347656,41.7788352966309,5.90844535827637,0.0,1242.21899414063,368.83154296875,150.104797363281,109.822227478027,31.5971908569336,26.6521072387695,0.0,1775.40808105469,77.4428100585938,43.8974418640137,12.9262189865112,5.90844535827637,0.0,1861.80969238281,27.6143474578857,30.1420459747314,9.66051387786865,0.0,0.0,2273.0,155.0,64.0,17.0,7.0,1.0,0.0,2288.0,179.0,44.0,20.0,7.0,3.0,0.0,2493.0,13.0,8.0,2.0,1.0,0.0,2527.0,8.0,5.0,1.0,0.0,0.0,1612613.0,208431.0,110170.0,31710.0,12790.0,1400.0,0.0,1712187.0,239560.0,65820.0,37810.0,10590.0,6600.0,0.0,1932924.0,25100.0,13890.0,3800.0,1400.0,0.0,2050667.0,11310.0,8290.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,3.0,53.5321033322956,0.0,153.164521995239,40.7324162638553,26.7809998512268,4.53847727710156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8000.0,0.0,6882.0,5689.0,842.0,297.0,54.0,525.0,0.00970436824965637,64.0,1.93616014998406,4.21058473736048,9.0,18.0,0.0,46.0,17.0,1.0,55.0,7.0,1.0,1.0,6.640625,1.04206156730652,2.21271634101868,0.259612947702408,84.02303073817166,8.598722211874328,6.412946040736795,0.965301009217234,63.5262863252473,57.864090002978,31.2497000223206,39.7249980827487,33.8074478722267,9504.73560737338,6.5978028087055,1.00866474908803,484.613090855967,56.0,247.430655122805,462.004319019884,3242.32055664063,363.256530761719,53.7590217590332,11.3522243499756,3.3285071849823,1.12059795856476,3560.0,2447.0,848.0,202.0,79.0,28.0,3948230.0,131010.0,16230.0,3250.0,930.0,300.0,-0.721285334188281,6.18413229076846,0.970865750322954,6.18413229076846,8.57376685431702,4.97269370539822,3.50033330917359,GPS,03_07_2023_al_31_08_2023.xlsx
Juan Otero,Juan,Sporting de Gijón,Extremo,0.0,08/07/2023,0.0,1.0,0.0,10:31:01,09:57:54,1.0,0.0,Tactical-technical,Collective,No MD,5.0,Drills,1,01:08:20,01:08:20,4889.34618750426,599.723333983984,181.304957765902,4142.109375,580.008239746094,144.174072265625,23.0543479919434,0.0,0.0,2220.04418945313,1409.03442382813,801.051208496094,233.925170898438,166.368423461914,0.0,0.0,0.0,1.0,51.0,16.0,4.0,0.0,0.0,1.0,131.0,75.0,21.0,14.0,0.0,0.0,0.0,2948370.0,105575.0,19350.0,2700.0,0.0,0.0,2230845.0,534235.0,181765.0,36100.0,23105.0,0.0,0.0,0.0,6700.0,47780.0,2440.0,2455.0,5.2583966255188,-6.67626285552979,0.528213647543481,-0.530878899665882,12.0,52.0,40.0,358.92786148066,290.0,117080.0,85185.0,1135.28210449219,568.730895996094,341.853546142578,246.872146606445,99.3641510009766,12.6915464401245,0.0,1365.29248046875,555.101257324219,374.156158447266,218.374771118164,41.846363067627,21.0010871887207,0.0,2168.650390625,130.607894897461,87.8951797485352,17.6455211639404,0.0,0.0,2497.53588867188,46.9460754394531,16.6498680114746,20.4098606109619,3.55901336669922,0.0,2077.0,238.0,73.0,37.0,14.0,1.0,0.0,2095.0,244.0,76.0,29.0,5.0,4.0,0.0,2407.0,19.0,12.0,2.0,0.0,0.0,2443.0,4.0,4.0,3.0,1.0,0.0,1330235.0,342000.0,132460.0,84685.0,28585.0,3810.0,0.0,1574715.0,332415.0,136170.0,65300.0,10985.0,6000.0,0.0,1846895.0,44585.0,24880.0,5415.0,0.0,0.0,2104500.0,12800.0,4485.0,5600.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,3.0,106.695528563033,0.0,294.099160243236,45.8411619962455,27.5694002151489,5.60108489408695,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16100.0,0.0,9794.0,7597.0,1391.0,652.0,154.0,915.0,0.00750173295394752,125.0,2.73509288549423,4.44500982666016,51.0,28.0,0.0,97.0,26.0,2.0,74.0,43.0,4.0,4.0,16.40625,1.36050474643707,4.23845672607422,0.377485334873199,74.45006082344285,12.163596617263691,10.853162225843887,2.5331803334495713,96.1627892568109,87.8505938111591,49.4182448118754,60.2482273231787,51.1647145775053,13473.1468104938,8.47646787218598,1.04019561934477,865.057534558709,95.0,382.988785782041,1230.08991306236,4141.5234375,611.617553710938,96.7659301757813,27.8447589874268,8.11897373199463,5.25087594985962,5778.0,3758.0,1292.0,495.0,179.0,137.0,3845880.0,212670.0,29660.0,7910.0,2320.0,1510.0,-0.715680534311577,6.66959371884219,0.974289039128967,6.66959371884219,9.3192330922592,4.66628791883537,3.08983333905537,GPS,03_07_2023_al_31_08_2023.xlsx
