Player,Position,Match Day,Estadistica,Distance (m),Explosive Dist (m),"Speed Zones (m) [12.0, 18.0]km/h (m)"
Gio Zarfino,Centrocampista,-3 MD,p75,3948.75529583642,518.295188322215,1276.81787109375
Gio Zarfino,Centrocampista,-3 MD,p90,5126.62501047028,650.817704204177,1320.46435546875
Gio Zarfino,Centrocampista,-3 MD,p95,5126.62501047028,650.817704204177,1320.46435546875
Gio Zarfino,Centrocampista,-5 MD,mean,3325.05629360344,410.1359011601165,668.5058288574205
Gio Zarfino,Centrocampista,-5 MD,median,3325.0562936034403,410.1359011601165,668.5058288574205
Gio Zarfino,Centrocampista,-5 MD,max,4724.24421963029,565.848978986022,1069.02502441406
Gio Zarfino,Centrocampista,-5 MD,min,1925.86836757659,254.422823334211,267.986633300781
Gio Zarfino,Centrocampista,-5 MD,p75,4724.24421963029,565.848978986022,1069.02502441406
Gio Zarfino,Centrocampista,-5 MD,p90,4724.24421963029,565.848978986022,1069.02502441406
Gio Zarfino,Centrocampista,-5 MD,p95,4724.24421963029,565.848978986022,1069.02502441406
Gio Zarfino,Centrocampista,MD,mean,2310.4939865908036,298.21737342151533,550.457244873047
Gio Zarfino,Centrocampista,MD,median,2262.01487375816,313.389479487049,568.410339355469
Gio Zarfino,Centrocampista,MD,max,3197.86196197249,355.34046095181,704.686096191406
Gio Zarfino,Centrocampista,MD,min,1471.60512404176,225.922179825687,378.275299072266
Gio Zarfino,Centrocampista,MD,p75,3197.86196197249,355.34046095181,704.686096191406
Gio Zarfino,Centrocampista,MD,p90,3197.86196197249,355.34046095181,704.686096191406
Gio Zarfino,Centrocampista,MD,p95,3197.86196197249,355.34046095181,704.686096191406
Gio Zarfino,Centrocampista,-1 MD,mean,3125.455428862687,382.51417718684957,572.1134719848634
Gio Zarfino,Centrocampista,-1 MD,median,2896.162036472215,375.685803514595,519.175231933594
Gio Zarfino,Centrocampista,-1 MD,max,3728.80005476349,510.15017240585,822.764770507813
Gio Zarfino,Centrocampista,-1 MD,min,2762.70581948858,311.908302075903,432.799346923828
Gio Zarfino,Centrocampista,-1 MD,p75,3337.87399714843,404.375776833248,593.126525878906
Gio Zarfino,Centrocampista,-1 MD,p90,3709.88152016344,413.267248535746,710.385986328125
Gio Zarfino,Centrocampista,-1 MD,p95,3728.80005476349,510.15017240585,822.764770507813
Nacho Martín,Centrocampista,-4 MD,mean,5994.549813331261,775.2482551363945,1506.7262628728693
Nacho Martín,Centrocampista,-4 MD,median,5573.30602523515,759.083538528341,1425.55041503906
Nacho Martín,Centrocampista,-4 MD,max,7719.97321392403,937.518903533795,2489.59765625
Nacho Martín,Centrocampista,-4 MD,min,4949.91903583538,587.19158705701,1157.67248535156
Nacho Martín,Centrocampista,-4 MD,p75,6667.1736542343,883.907948704014,1629.63635253906
Nacho Martín,Centrocampista,-4 MD,p90,6670.84365164174,924.28216225764,1793.11535644531
Nacho Martín,Centrocampista,-4 MD,p95,7719.97321392403,937.518903533795,2489.59765625
Nacho Martín,Centrocampista,+1 MD,mean,3905.5083969179063,499.5840312333692,781.6738090515144
Nacho Martín,Centrocampista,+1 MD,median,4058.579728760155,581.2573689698929,809.427490234375
Nacho Martín,Centrocampista,+1 MD,max,5328.22407222469,799.01999444695,1219.45288085938
Nacho Martín,Centrocampista,+1 MD,min,1497.9411223208049,46.63336529527595,306.1165924072265
Nacho Martín,Centrocampista,+1 MD,p75,4825.37257036529,700.73161944534,936.255981445313
Nacho Martín,Centrocampista,+1 MD,p90,5211.46953426741,702.313501232055,1035.0830078125
Nacho Martín,Centrocampista,+1 MD,p95,5328.22407222469,799.01999444695,1219.45288085938
Nacho Martín,Centrocampista,-2 MD,mean,2871.434898942653,297.187859119927,321.9614549524644
Nacho Martín,Centrocampista,-2 MD,median,2742.9125941853,261.76384348644,319.070922851563
Nacho Martín,Centrocampista,-2 MD,max,5110.97477686966,617.936201889267,1073.18127441406
Nacho Martín,Centrocampista,-2 MD,min,2163.44270783231,159.96107852467,71.2712173461914
Nacho Martín,Centrocampista,-2 MD,p75,3013.2894232314,320.815950449535,369.267150878906
Nacho Martín,Centrocampista,-2 MD,p90,3225.10851679741,377.588782674959,417.147186279297
Nacho Martín,Centrocampista,-2 MD,p95,3705.50081812922,390.023732332598,481.173156738281
Nacho Martín,Centrocampista,+2 MD,mean,4237.302894627548,573.3468874583617,768.4338429768877
Nacho Martín,Centrocampista,+2 MD,median,4154.354921691155,576.558695630644,756.8545532226565
Nacho Martín,Centrocampista,+2 MD,max,5431.54182459775,795.900981684179,1170.86193847656
Nacho Martín,Centrocampista,+2 MD,min,3424.26995160838,348.301713141346,511.814727783203
Nacho Martín,Centrocampista,+2 MD,p75,4745.67978927297,676.089191421832,829.818115234375
Nacho Martín,Centrocampista,+2 MD,p90,5431.54182459775,795.900981684179,1170.86193847656
Nacho Martín,Centrocampista,+2 MD,p95,5431.54182459775,795.900981684179,1170.86193847656
Nacho Martín,Centrocampista,-3 MD,mean,5348.530458030797,685.8616301238029,1376.459045410156
Nacho Martín,Centrocampista,-3 MD,median,5675.2098607806,657.02944775446,1327.14111328125
Nacho Martín,Centrocampista,-3 MD,max,6648.87712046907,861.175177294832,1738.89855957031
Nacho Martín,Centrocampista,-3 MD,min,4223.77125354097,373.866149528634,899.296325683594
Nacho Martín,Centrocampista,-3 MD,p75,5842.40033262042,805.168111494274,1653.908203125
Nacho Martín,Centrocampista,-3 MD,p90,6202.90340693212,855.686206728765,1701.97839355469
Nacho Martín,Centrocampista,-3 MD,p95,6202.90340693212,855.686206728765,1701.97839355469
Nacho Martín,Centrocampista,-5 MD,mean,5437.870530277419,673.0871232172004,1181.0668770926357
Nacho Martín,Centrocampista,-5 MD,median,5714.72874825637,675.333556779825,1334.50646972656
Nacho Martín,Centrocampista,-5 MD,max,6250.24014720818,792.616242459394,1506.31909179688
Nacho Martín,Centrocampista,-5 MD,min,4489.15003856636,600.602517150342,695.96240234375
Nacho Martín,Centrocampista,-5 MD,p75,5793.76136578338,714.732325217872,1461.36743164063
Nacho Martín,Centrocampista,-5 MD,p90,5793.76136578338,714.732325217872,1461.36743164063
Nacho Martín,Centrocampista,-5 MD,p95,6250.24014720818,792.616242459394,1506.31909179688
Nacho Martín,Centrocampista,MD,mean,9188.20096112255,1108.028075334509,2484.432373046877
Nacho Martín,Centrocampista,MD,median,8987.59951207223,1120.26595831891,2542.0107421875
Nacho Martín,Centrocampista,MD,max,13049.6172980014,1507.06941872694,3494.15112304688
Nacho Martín,Centrocampista,MD,min,3879.08872761109,474.18120662124,835.420776367188
Nacho Martín,Centrocampista,MD,p75,11024.0367621585,1409.92652868863,3130.15161132813
Nacho Martín,Centrocampista,MD,p90,12303.0307476454,1412.18495612804,3323.72998046875
Nacho Martín,Centrocampista,MD,p95,13049.6172980014,1507.06941872694,3494.15112304688
Nacho Martín,Centrocampista,-1 MD,mean,2903.23158569454,364.5126753938631,547.0922524588449
Nacho Martín,Centrocampista,-1 MD,median,2892.72048859295,356.919478855125,501.209014892578
Nacho Martín,Centrocampista,-1 MD,max,4732.76606595226,577.503100351829,1100.83166503906
Nacho Martín,Centrocampista,-1 MD,min,2042.65478792765,238.384263066054,254.188491821289
Nacho Martín,Centrocampista,-1 MD,p75,3005.26709856362,386.760486689241,599.777465820313
Nacho Martín,Centrocampista,-1 MD,p90,3169.3515784543,418.949100569376,759.303588867188
Nacho Martín,Centrocampista,-1 MD,p95,3451.65421401256,427.740050312632,931.615966796875
 Mbemba,Mediocentro,-4 MD,mean,6210.095809934985,898.8400051433796,1144.64831542969
Pierre Mbemba,Mediocentro,-4 MD,median,6210.095809934985,898.8400051433796,1144.64831542969
Pierre Mbemba,Mediocentro,-4 MD,max,6399.1102720587,912.761879662376,1246.83190917969
Pierre Mbemba,Mediocentro,-4 MD,min,6021.08134781127,884.918130624383,1042.46472167969
Pierre Mbemba,Mediocentro,-4 MD,p75,6399.1102720587,912.761879662376,1246.8Pierre3190917969
Pierre Mbemba,Mediocentro,-4 MD,p90,6399.1102720587,912.761879662376,1246.83190917969
Pierre Mbemba,Mediocentro,-4 MD,p95,6399.1102720587,912.761879662376,1246.83190917969
Pierre Mbemba,Mediocentro,+1 MD,mean,3993.21784031962,705.938721056438,581.811737060547
Pierre Mbemba,Mediocentro,+1 MD,median,3993.21784031962,705.938721056438,581.811737060547
Pierre Mbemba,Mediocentro,+1 MD,max,4165.44908300829,718.353399719558,625.120300292969
Pierre Mbemba,Mediocentro,+1 MD,min,3820.98659763095,693.524042393318,538.503173828125
Pierre Mbemba,Mediocentro,+1 MD,p75,4165.44908300829,718.353399719558,625.120300292969
Pierre Mbemba,Mediocentro,+1 MD,p90,4165.44908300829,718.353399719558,625.120300292969
Pierre Mbemba,Mediocentro,+1 MD,p95,4165.44908300829,718.353399719558,625.120300292969
Pierre Mbemba,Mediocentro,-2 MD,mean,2625.515268007935,351.12254376841804,278.94712829589855
Pierre Mbemba,Mediocentro,-2 MD,median,2625.515268007935,351.12254376841804,278.94712829589855
Pierre Mbemba,Mediocentro,-2 MD,max,2781.15900711237,404.100309141914,300.154937744141
Pierre Mbemba,Mediocentro,-2 MD,min,2469.8715289035,298.144778394922,257.739318847656
Pierre Mbemba,Mediocentro,-2 MD,p75,2781.15900711237,404.100309141914,300.154937744141
Pierre Mbemba,Mediocentro,-2 MD,p90,2781.15900711237,404.100309141914,300.154937744141
Pierre Mbemba,Mediocentro,-2 MD,p95,2781.15900711237,404.100309141914,300.154937744141
Pierre Mbemba,Mediocentro,+2 MD,mean,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,median,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,max,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,min,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,p75,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,p90,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,+2 MD,p95,5352.62988615706,773.358637369567,792.482788085938
Pierre Mbemba,Mediocentro,-3 MD,mean,5140.153818354734,769.5935410550096,1059.92635091146
Pierre Mbemba,Mediocentro,-3 MD,median,5214.84526329169,787.836212804527,1135.55651855469
Pierre Mbemba,Mediocentro,-3 MD,max,5596.31050747257,831.835806437539,1202.19665527344
Pierre Mbemba,Mediocentro,-3 MD,min,4609.30568429994,689.108603922963,842.02587890625
Pierre Mbemba,Mediocentro,-3 MD,p75,5596.31050747257,831.835806437539,1202.19665527344
Pierre Mbemba,Mediocentro,-3 MD,p90,5596.31050747257,831.835806437539,1202.19665527344
Pierre Mbemba,Mediocentro,-3 MD,p95,5596.31050747257,831.835806437539,1202.19665527344
Pierre Mbemba,Mediocentro,-5 MD,mean,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,median,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,max,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,min,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,p75,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,p90,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-5 MD,p95,3679.78867338126,599.372246112448,594.31640625
Pierre Mbemba,Mediocentro,-1 MD,mean,2750.2972215077466,376.50272348014596,401.97732543945335
Pierre Mbemba,Mediocentro,-1 MD,median,2638.59475200228,347.500401824137,343.000762939453
Pierre Mbemba,Mediocentro,-1 MD,max,3524.00072218315,482.799989410441,580.463562011719
Pierre Mbemba,Mediocentro,-1 MD,min,2088.29619033781,299.20777920586,282.467651367188
Pierre Mbemba,Mediocentro,-1 MD,p75,3524.00072218315,482.799989410441,580.463562011719
Pierre Mbemba,Mediocentro,-1 MD,p90,3524.00072218315,482.799989410441,580.463562011719
Pierre Mbemba,Mediocentro,-1 MD,p95,3524.00072218315,482.799989410441,580.463562011719
Fran  Villalba,Extremo,-4 MD,mean,5934.9521018534015,764.9287036171044,1204.6415445963548
Fran  Villalba,Extremo,-4 MD,median,5773.47293753179,750.218347242976,1191.4208984375
Fran  Villalba,Extremo,-4 MD,max,7345.99363663812,909.529769795922,1860.48791503906
Fran  Villalba,Extremo,-4 MD,min,4905.72788046108,639.125090164369,888.743713378906
Fran  Villalba,Extremo,-4 MD,p75,6538.08873163722,831.434312312394,1303.43725585938
Fran  Villalba,Extremo,-4 MD,p90,7229.93309534704,876.20058911256,1338.55993652344
Fran  Villalba,Extremo,-4 MD,p95,7229.93309534704,876.20058911256,1338.55993652344
Fran  Villalba,Extremo,+1 MD,mean,3404.23615823581,421.57421020413256,591.706426549841
Fran  Villalba,Extremo,+1 MD,median,3698.09295354605,527.518894632188,685.253662109375
Fran  Villalba,Extremo,+1 MD,max,4881.42149755703,754.205265386267,854.75341796875
Fran  Villalba,Extremo,+1 MD,min,1497.9411223208049,33.493907102452,254.28572591145834
Fran  Villalba,Extremo,+1 MD,p75,4517.43638198673,616.021992183271,701.357238769531
Fran  Villalba,Extremo,+1 MD,p90,4586.54230748942,641.97113903599,774.139282226563
Fran  Villalba,Extremo,+1 MD,p95,4881.42149755703,754.205265386267,854.75341796875
Fran  Villalba,Extremo,-2 MD,mean,2885.1520761612855,284.64441147975964,333.21857343401234
Fran  Villalba,Extremo,-2 MD,median,2716.72353850716,260.825121613342,324.753112792969
Fran  Villalba,Extremo,-2 MD,max,5485.78703424573,632.148701575329,1137.55615234375
Fran  Villalba,Extremo,-2 MD,min,2080.88697280871,151.094805539308,65.873779296875
Fran  Villalba,Extremo,-2 MD,p75,2959.68162279866,311.429499060682,406.806854248047
Fran  Villalba,Extremo,-2 MD,p90,3363.0746346361,378.299983073211,486.290466308594
Fran  Villalba,Extremo,-2 MD,p95,3950.80890946335,411.351784505597,502.097442626953
Fran  Villalba,Extremo,+2 MD,mean,4200.363278732513,559.9468564626021,692.696908133371
Fran  Villalba,Extremo,+2 MD,median,4342.27731175497,600.815416531526,699.070495605469
Fran  Villalba,Extremo,+2 MD,max,5361.0097115425,690.336901890147,1068.56433105469
Fran  Villalba,Extremo,+2 MD,min,2994.73858162147,383.488277408153,387.205413818359
Fran  Villalba,Extremo,+2 MD,p75,4684.53182130221,689.595083180691,843.167602539063
Fran  Villalba,Extremo,+2 MD,p90,4684.53182130221,689.595083180691,843.167602539063
Fran  Villalba,Extremo,+2 MD,p95,5361.0097115425,690.336901890147,1068.56433105469
Fran  Villalba,Extremo,-3 MD,mean,5180.360386723917,668.6159255778962,1056.9468146430129
Fran  Villalba,Extremo,-3 MD,median,5271.08432690725,661.7514275272536,1048.760986328125
Fran  Villalba,Extremo,-3 MD,max,6179.68288627549,867.920727653519,1564.72045898438
Fran  Villalba,Extremo,-3 MD,min,4139.00420035387,483.370686404823,717.437622070313
Fran  Villalba,Extremo,-3 MD,p75,5634.45565397418,722.522032654741,1205.50146484375
Fran  Villalba,Extremo,-3 MD,p90,5929.25487375168,803.682213094192,1253.5654296875
Fran  Villalba,Extremo,-3 MD,p95,5982.97801237059,818.553545958289,1255.8095703125
Fran  Villalba,Extremo,-5 MD,mean,5057.557491857237,670.6296200214612,922.5158081054693
Fran  Villalba,Extremo,-5 MD,median,5297.5733039038205,665.0089305213845,920.8370666503905
Fran  Villalba,Extremo,-5 MD,max,6373.52512224489,852.508837069474,1293.02954101563
Fran  Villalba,Extremo,-5 MD,min,3540.73954085173,457.516973439903,601.810363769531
Fran  Villalba,Extremo,-5 MD,p75,5492.57878931021,761.281572869388,1024.392578125
Fran  Villalba,Extremo,-5 MD,p90,5738.49854430134,827.932528322256,1130.44921875
Fran  Villalba,Extremo,-5 MD,p95,6373.52512224489,852.508837069474,1293.02954101563
Fran  Villalba,Extremo,MD,mean,6691.586522789775,827.92289050734,1411.9832925235544
Fran  Villalba,Extremo,MD,median,7561.28831335202,1027.07952828459,1763.36206054688
Fran  Villalba,Extremo,MD,max,12038.9119594847,1413.94544919144,2638.38696289063
Fran  Villalba,Extremo,MD,min,1775.56082277138,227.441607161316,332.156341552734
Fran  Villalba,Extremo,MD,p75,9788.11229813971,1187.71325603449,2119.49096679688
Fran  Villalba,Extremo,MD,p90,10108.8099508785,1269.59575009651,2240.21069335938
Fran  Villalba,Extremo,MD,p95,11607.7787661307,1407.37219918688,2342.86547851563
Fran  Villalba,Extremo,-1 MD,mean,2944.950068929474,352.8679591384532,482.5393627929688
Fran  Villalba,Extremo,-1 MD,median,2964.65639162741,340.446755910064,470.823852539063
Fran  Villalba,Extremo,-1 MD,max,3594.70235971001,439.916480372427,661.628295898438
Fran  Villalba,Extremo,-1 MD,min,2419.7301203234,281.867692683484,313.123046875
Fran  Villalba,Extremo,-1 MD,p75,3148.19223174926,390.366125107096,555.992919921875
Fran  Villalba,Extremo,-1 MD,p90,3276.17958219755,423.648342010448,629.691711425781
Fran  Villalba,Extremo,-1 MD,p95,3304.40943956444,424.135998315633,653.727905273438
Daniel Queipo,Centrocampista,-4 MD,mean,6085.272207856497,824.999610306588,1417.3282175699887
Daniel Queipo,Centrocampista,-4 MD,median,6177.17465851666,886.751278124734,1433.97216796875
Daniel Queipo,Centrocampista,-4 MD,max,7869.25342878601,1091.66544448758,2277.19482421875
Daniel Queipo,Centrocampista,-4 MD,min,1162.41007918246,163.33740332612,121.382797241211
Daniel Queipo,Centrocampista,-4 MD,p75,6996.69050672048,915.204584816268,1787.65124511719
Daniel Queipo,Centrocampista,-4 MD,p90,7567.72123990424,979.636637878642,2101.08642578125
Daniel Queipo,Centrocampista,-4 MD,p95,7567.72123990424,979.636637878642,2101.08642578125
Daniel Queipo,Centrocampista,+1 MD,mean,4841.771617739814,674.7713059580765,960.0735534667971
Daniel Queipo,Centrocampista,+1 MD,median,4790.158233008395,667.0777289724085,822.4602966308595
Daniel Queipo,Centrocampista,+1 MD,max,7124.80441594345,862.116338653393,2360.4365234375
Daniel Queipo,Centrocampista,+1 MD,min,3415.45472564688,492.584812241617,654.680419921875
Daniel Queipo,Centrocampista,+1 MD,p75,5138.39116276357,746.645728121034,937.863220214844
Daniel Queipo,Centrocampista,+1 MD,p90,5915.17405549356,859.347443876663,959.955993652344
Daniel Queipo,Centrocampista,+1 MD,p95,7124.80441594345,862.116338653393,2360.4365234375
Daniel Queipo,Centrocampista,-2 MD,mean,3019.6073560085465,333.82115413835464,380.2322138831733
Daniel Queipo,Centrocampista,-2 MD,median,3023.6060264255,325.592398375624,412.366180419922
Daniel Queipo,Centrocampista,-2 MD,max,4958.59546734166,699.764375645495,1033.15600585938
Daniel Queipo,Centrocampista,-2 MD,min,2001.67395603713,168.493333507836,39.5177955627441
Daniel Queipo,Centrocampista,-2 MD,p75,3240.56490193167,366.95095849094,502.171020507813
Daniel Queipo,Centrocampista,-2 MD,p90,3366.33793072282,425.649167302181,556.569885253906
Daniel Queipo,Centrocampista,-2 MD,p95,3592.14732298043,434.665140002793,592.783569335938
Daniel Queipo,Centrocampista,+2 MD,mean,5218.047887457636,725.7465635103441,1228.1212209065768
Daniel Queipo,Centrocampista,+2 MD,median,5502.26940851381,828.995446630299,1068.1226501464855
Daniel Queipo,Centrocampista,+2 MD,max,6757.88086512141,951.141031334913,2442.56982421875
Daniel Queipo,Centrocampista,+2 MD,min,2650.09735703396,148.837764888536,310.543182373047
Daniel Queipo,Centrocampista,+2 MD,p75,6096.20840335803,865.619165542343,1501.61889648438
Daniel Queipo,Centrocampista,+2 MD,p90,6757.88086512141,951.141031334913,2442.56982421875
Daniel Queipo,Centrocampista,+2 MD,p95,6757.88086512141,951.141031334913,2442.56982421875
Daniel Queipo,Centrocampista,-3 MD,mean,5692.118515686565,771.946833557094,1384.56544494629
Daniel Queipo,Centrocampista,-3 MD,median,5905.85488394727,768.7718306201025,1300.1647338867201
Daniel Queipo,Centrocampista,-3 MD,max,6921.40536939915,987.055064346311,1932.84606933594
Daniel Queipo,Centrocampista,-3 MD,min,4408.41733610296,565.822993717071,948.65380859375
Daniel Queipo,Centrocampista,-3 MD,p75,6155.3446061781,826.644735386152,1475.30505371094
Daniel Queipo,Centrocampista,-3 MD,p90,6497.63326992367,877.548424155824,1866.37194824219
Daniel Queipo,Centrocampista,-3 MD,p95,6497.63326992367,877.548424155824,1866.37194824219
Daniel Queipo,Centrocampista,-5 MD,mean,5394.71319864188,748.0622392239935,1113.6838912963885
Daniel Queipo,Centrocampista,-5 MD,median,5546.474168728245,743.898762621375,1127.499633789065
Daniel Queipo,Centrocampista,-5 MD,max,6444.04565620597,913.569284447051,1458.32397460938
Daniel Queipo,Centrocampista,-5 MD,min,3746.3304801545,543.746406094607,692.439453125
Daniel Queipo,Centrocampista,-5 MD,p75,5815.46934922574,808.920506165022,1246.82885742188
Daniel Queipo,Centrocampista,-5 MD,p90,6130.74512392938,868.781811402903,1361.26208496094
Daniel Queipo,Centrocampista,-5 MD,p95,6444.04565620597,913.569284447051,1458.32397460938
Daniel Queipo,Centrocampista,MD,mean,4662.061758296751,580.4611896802759,997.7063385009772
Daniel Queipo,Centrocampista,MD,median,4081.8181163548397,524.4081843940735,953.1169433593755
Daniel Queipo,Centrocampista,MD,max,8351.10372436191,1190.16385530832,2130.09326171875
Daniel Queipo,Centrocampista,MD,min,1978.74918941556,226.497517047759,299.070983886719
Daniel Queipo,Centrocampista,MD,p75,5277.93950638128,649.319454699933,1183.51147460938
Daniel Queipo,Centrocampista,MD,p90,7027.87431341245,861.948459518389,1758.85107421875
Daniel Queipo,Centrocampista,MD,p95,8334.04627873816,1130.33653756239,2000.576171875
Daniel Queipo,Centrocampista,-1 MD,mean,3210.35812517755,427.6859758558158,619.3702672322593
Daniel Queipo,Centrocampista,-1 MD,median,3198.5911975153404,418.0574389557305,612.6915588378905
Daniel Queipo,Centrocampista,-1 MD,max,4119.59499612655,613.493868375422,861.926452636719
Daniel Queipo,Centrocampista,-1 MD,min,2518.82632079895,305.017332843737,414.006042480469
Daniel Queipo,Centrocampista,-1 MD,p75,3460.17800081169,460.575942654382,674.442077636719
Daniel Queipo,Centrocampista,-1 MD,p90,3942.11207922855,490.06440787448,737.361389160156
Daniel Queipo,Centrocampista,-1 MD,p95,3968.13311207457,531.40083710648,767.544982910156
Carlos  Hernández,0,+1 MD,mean,4284.8509517412695,637.3284969788225,638.0479125976565
Carlos  Hernández,0,+1 MD,median,4284.8509517412695,637.3284969788225,638.0479125976565
Carlos  Hernández,0,+1 MD,max,4388.88139095368,676.909863239363,699.748046875
Carlos  Hernández,0,+1 MD,min,4180.82051252886,597.747130718282,576.347778320313
Carlos  Hernández,0,+1 MD,p75,4388.88139095368,676.909863239363,699.748046875
Carlos  Hernández,0,+1 MD,p90,4388.88139095368,676.909863239363,699.748046875
Carlos  Hernández,0,+1 MD,p95,4388.88139095368,676.909863239363,699.748046875
Cristian Acerete Pañeda,Delantero,-4 MD,mean,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,median,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,max,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,min,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,p75,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,p90,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,-4 MD,p95,4293.8344573745,545.757746617265,663.704895019531
Cristian Acerete Pañeda,Delantero,+1 MD,mean,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,median,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,max,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,min,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,p75,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,p90,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,+1 MD,p95,4320.402666982,645.616425012025,596.535339355469
Cristian Acerete Pañeda,Delantero,-2 MD,mean,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,median,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,max,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,min,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,p75,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,p90,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-2 MD,p95,2382.42958801927,186.87599329749,88.5446014404297
Cristian Acerete Pañeda,Delantero,-3 MD,mean,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,median,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,max,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,min,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,p75,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,p90,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-3 MD,p95,5330.17241085653,707.95889308276,1114.49780273438
Cristian Acerete Pañeda,Delantero,-5 MD,mean,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,median,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,max,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,min,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,p75,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,p90,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-5 MD,p95,3256.19821060407,397.23433262505,301.40869140625
Cristian Acerete Pañeda,Delantero,-1 MD,mean,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,median,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,max,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,min,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,p75,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,p90,3409.59529185014,477.75090822252,645.830261230469
Cristian Acerete Pañeda,Delantero,-1 MD,p95,3409.59529185014,477.75090822252,645.830261230469
Gaspar Campos,Extremo,-4 MD,mean,6120.411620421929,773.8596793457007,1285.9113525390633
Gaspar Campos,Extremo,-4 MD,median,6211.60580193116,786.073945950625,1314.02124023438
Gaspar Campos,Extremo,-4 MD,max,8211.27397488368,941.316700842893,2424.00659179688
Gaspar Campos,Extremo,-4 MD,min,4015.30978021407,495.138769499616,662.047607421875
Gaspar Campos,Extremo,-4 MD,p75,6803.92690094972,916.773327209555,1445.33288574219
Gaspar Campos,Extremo,-4 MD,p90,7387.13569935345,930.18255192321,1470.65490722656
Gaspar Campos,Extremo,-4 MD,p95,7387.13569935345,930.18255192321,1470.65490722656
